title,release_date,multiplayer,age_criteria,rating_system,link,img,off_pct,original_price,discounted_price,star_rating,total_reviews,optimization,platforms,description,sales_title,scrape_timestamp
Monster Hunter Rise,2023-01-19,true,12+,IARC,https://www.xbox.com/en-in/games/store/monster-hunter-rise/9N1VP8WDQK4D,https://store-images.s-microsoft.com/image/apps.51280.13964127228191263.1e380cc1-7db3-433f-a0fb-1cfb65b83ff5.747065d8-5e9e-4f9c-a940-ee3c72e6da1c?w=200,50%,"2,399.00","1,199.50",4,39,,"Xbox Series X|S, Xbox One, PC","Rise to the challenge and join the hunt! In Monster Hunter Rise, the latest installment in the award-winning and top-selling Monster Hunter series, you’ll become a hunter, explore brand new maps and use a variety of weapons to take down fearsome monsters as part of an all-new storyline.",Countdown Sale,2023-12-30 12:16:51
Monster Hunter Rise + Sunbreak Deluxe,2023-07-01,true,12+,IARC,https://www.xbox.com/en-in/games/store/monster-hunter-rise--sunbreak-deluxe/9MSPCTN183CS,https://store-images.s-microsoft.com/image/apps.38159.14012227880792379.ad6b7254-6c8e-4db3-8998-df432723c8f5.e6598007-459a-4480-8f23-3b57e543ad87?w=200,40%,"4,199.00","2,519.40",,,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One, PC",Experience Monster Hunter Rise and its massive expansion Monster Hunter Rise: Sunbreak in one convenient set featuring deluxe content for both games!,Countdown Sale,2023-12-30 12:16:51
Monster Hunter Rise Deluxe Edition,2023-01-20,true,12+,IARC,https://www.xbox.com/en-in/games/store/monster-hunter-rise-deluxe-edition/9P1K4FCX2SB9,https://store-images.s-microsoft.com/image/apps.11270.14506016837148226.9264fda4-24ee-4f25-a750-94e6be0bff2c.bf771869-c663-454d-bf84-240a977a62a4?w=200,50%,"2,999.00","1,499.50",,,,"Xbox Series X|S, Xbox One, PC",Includes Monster Hunter Rise and the Deluxe Kit content in one package!,Countdown Sale,2023-12-30 12:16:51
Monster Hunter Rise: Sunbreak,2023-04-27,true,12+,IARC,https://www.xbox.com/en-in/games/store/monster-hunter-rise-sunbreak/9PJLC270670N,https://store-images.s-microsoft.com/image/apps.7402.14284737568264903.53073795-4629-45f0-9dd8-543fd6e88aa1.f0d371f7-46f2-4ec6-9976-fdfa3f5942ea?w=200,40%,"2,399.00","1,439.40",,,,"Xbox Series X|S, Xbox One, PC","Monster Hunter Rise: Sunbreak expansionThe world of Monster Hunter Rise gets bigger and deeper with this massive expansion featuring new monsters, new locales and more!",Countdown Sale,2023-12-30 12:16:51
Monster Hunter Rise: Sunbreak Deluxe Edition,2023-04-28,false,12+,IARC,https://www.xbox.com/en-in/games/store/monster-hunter-rise-sunbreak-deluxe-edition/9NC0QDB1K6V5,https://store-images.s-microsoft.com/image/apps.41877.13573430472197270.42bdf279-d7db-42aa-b6ad-a4f2a21bcb44.0fae4570-9a7f-4c92-b2f5-1e810939abdb?w=200,40%,"2,999.00","1,799.40",,,,"Xbox Series X|S, Xbox One, PC",Enjoy a bundle of great additional content together with the massive expansion Monster Hunter Rise: Sunbreak in this Deluxe Edition!,Countdown Sale,2023-12-30 12:16:51
MONSTER HUNTER: WORLD™,2018-01-26,true,16+,IARC,https://www.xbox.com/en-in/games/store/monster-hunter-world/BNG91PT95LQN,https://store-images.s-microsoft.com/image/apps.43864.67926658307646239.e8130cbd-e4b6-4c78-9fe9-424eb8a64ab1.c676ccbe-b6a8-4a04-b33c-fc4d0941f97c?w=200,50%,"1,768.81",884.40,4.5,31,,"Xbox Series X|S, Xbox One","Welcome to a new world! Take on the role of a hunter and slay ferocious monsters in a living, breathing ecosystem where you can use the landscape and its diverse inhabitants to get the upper hand.",Countdown Sale,2023-12-30 12:16:51
Monster Hunter World: Iceborne,2019-09-06,false,16+,IARC,https://www.xbox.com/en-in/games/store/monster-hunter-world-iceborne/C1F2PF1C2H7C,https://store-images.s-microsoft.com/image/apps.23351.64828036868441790.79978c50-d657-45e2-9dd7-f132b22f3122.3ce2b04c-f38a-4e9d-aab9-b1a2812c0e33?w=200,50%,"2,358.81","1,179.40",,,,"Xbox Series X|S, Xbox One","Let your hunting instinct take you further than ever!""Iceborne"" is a massive expansion that picks up after the ending of Monster Hunter: World and opens up the new ""master rank!""New quests, monsters, weapons, armor, and story await to take your hunting to the next level!",Countdown Sale,2023-12-30 12:16:51
Monster Hunter World: Iceborne Digital Deluxe,2019-09-05,false,16+,IARC,https://www.xbox.com/en-in/games/store/monster-hunter-world-iceborne-digital-deluxe/BS27HMZHLTR2,https://store-images.s-microsoft.com/image/apps.60700.69460974504644095.e39f6f06-7a67-43c8-9d04-50d3c469bbf9.a5847912-e6b5-4e00-8352-457ce75a5f17?w=200,50%,"3,243.81","1,621.90",,,,"Xbox Series X|S, Xbox One","Let your hunting instinct take you further than ever!""Iceborne"" is a massive expansion that picks up after the ending of Monster Hunter: World and opens up the new ""master rank!""New quests, monsters, weapons, armor, and story await to take your hunting to the next level!",Countdown Sale,2023-12-30 12:16:51
Monster Hunter World: Iceborne Master Edition,2019-09-30,true,16+,IARC,https://www.xbox.com/en-in/games/store/monster-hunter-world-iceborne-master-edition/BNS4NCFZJDB0,https://store-images.s-microsoft.com/image/apps.56141.68084441609715883.f0f3ab0b-eff1-40ec-a4cf-91fc7bb37026.4b9929d0-e7e4-403a-909a-908ea78cef63?w=200,50%,"3,243.81","1,621.90",,,,"Xbox Series X|S, Xbox One","""Monster Hunter World: Iceborne Master Edition"" is a set containing both the main game and the massive ""Iceborne"" expansion.New quests, monsters, weapons, armor, story, and the unlocking of an all-new ""master rank"" await to take your hunting to the next level!",Countdown Sale,2023-12-30 12:16:51
Monster Hunter World: Iceborne Master Edition Digital Deluxe,2019-09-30,true,16+,IARC,https://www.xbox.com/en-in/games/store/monster-hunter-world-iceborne-master-edition-digital-deluxe/BTHQ42GWNT93,https://store-images.s-microsoft.com/image/apps.46482.70927287877690786.d7dfaadc-4e12-46e5-8182-ce94bc69453a.f486bd34-6aee-4a94-8418-cf64317cd28a?w=200,50%,"4,128.81","2,064.40",,,,"Xbox Series X|S, Xbox One","This is the Digital Deluxe Edition of ""Monster Hunter World: Iceborne Master Edition,"" a set containing both the main game and the massive ""Iceborne"" expansion.New quests, monsters, weapons, armor, story, and the unlocking of an all-new ""master rank"" await to take your hunting to the next level!",Countdown Sale,2023-12-30 12:16:51
Monstrum,2020-05-21,false,16+,IARC,https://www.xbox.com/en-in/games/store/monstrum/BPNN3P842DDS,https://store-images.s-microsoft.com/image/apps.54951.68617876704638151.de437ab0-1473-4638-b15b-eb6335189d9a.b525c209-8424-48e5-817f-d2976bed0042?w=200,80%,"1,099.00",219.80,,,,"Xbox Series X|S, Xbox One","Set on a derelict cargo ship, you have to outsmart one of Monstrum’s terrifying predators as you try to escape. With a procedurally generated environment and permadeath, it’s up to you and your wits to stay alive, or start over against another monster. Good luck. Start running.",Countdown Sale,2023-12-30 12:16:51
Morbid: The Seven Acolytes,2020-12-03,false,16+,IARC,https://www.xbox.com/en-in/games/store/morbid-the-seven-acolytes/9NZCFCTCC145,https://store-images.s-microsoft.com/image/apps.20016.14478444564982174.94de5489-5b44-443d-81e3-e5041d8e01ce.e6407cc6-a8a3-4f84-b837-dbecb75917c3?w=200,85%,"1,299.00",194.85,3.4,5,,"Xbox Series X|S, Xbox One","Morbid: The Seven Acolytes is a Horrorpunk Action RPG filled with Lovecraftian horrors and Cronenbergian gore, making it the most gruesome take on the isometric Souls-like genre yet!",Countdown Sale,2023-12-30 12:16:51
Mortal Kombat™ 1 Premium Edition,2023-09-18,true,18+,IARC,https://www.xbox.com/en-in/games/store/mortal-kombat-1-premium-edition/9PMDBC2M84L4,https://store-images.s-microsoft.com/image/apps.34445.14295300843530695.df1b7da6-4fe0-4080-a770-5bbd4573ee88.9c2d8ca3-654c-4a47-bd1a-e1d1ecb78b35?w=200,40%,"6,399.00","3,839.40",4.3,32,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Discover a reborn Mortal Kombat™ Universe created by the Fire God Liu Kang. Mortal Kombat™ 1 ushers in a new era of the iconic franchise with a new fighting system, game modes, and fatalities!",Countdown Sale,2023-12-30 12:16:51
Mortal Kombat 11 Ultimate + Injustice 2 Leg. Edition Bundle,2021-03-24,false,18+,IARC,https://www.xbox.com/en-in/games/store/mortal-kombat-11-ultimate--injustice-2-leg-edition-bundle/9NPKFN7M233T,https://store-images.s-microsoft.com/image/apps.60833.13792213938743512.bd91b2c1-db40-4d72-8440-88232c27c7cc.d18d1d59-711c-445d-ad84-8cee0d346d2c?w=200,85%,"6,399.00",959.85,4.8,21,,"Xbox Series X|S, Xbox One","The Ultimate Fighter Bundle delivers the ultimate 1-2 punch, combining both of NetherRealm Studios' blockbuster fighting franchises in one knockout package. Includes Mortal Kombat 11 Ultimate and Injustice™ 2 - Legendary Edition.",Countdown Sale,2023-12-30 12:16:51
Mortal Kombat 11 Ultimate,2020-11-17,true,18+,IARC,https://www.xbox.com/en-in/games/store/mortal-kombat-11-ultimate/9PG26DBX43L1,https://store-images.s-microsoft.com/image/apps.36292.14189292593912942.341610e6-d1ca-4699-8cb5-bf6e900e0cee.d45e0b59-274f-4d6d-81af-b6ce2e38ab0e?w=200,80%,"3,499.00",699.80,4.2,11,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One, PC","Includes MK11, Kombat Pack 1, Aftermath Expansion & Kombat Pack 2.Take control of Earthrealm's protectors in 2 acclaimed, time-bending Story Campaigns as they race to stop Kronika from rewinding time & rebooting history. Features the komplete 37-fighter roster, incl. Rain, Mileena & Rambo.",Countdown Sale,2023-12-30 12:16:51
Mortal Kombat XL,2016-03-01,true,18+,IARC,https://www.xbox.com/en-in/games/store/mortal-kombat-xl/C20209H1D7LZ,https://store-images.s-microsoft.com/image/apps.43582.65690499810545026.aa1d3860-b757-4828-bb9e-87e0858403fe.6662f982-8e5b-4f1d-b400-61208379de70?w=200,85%,"4,000.00",600.00,4.8,23,,"Xbox Series X|S, Xbox One","One of the best-selling titles of 2015 has gone XL! Komplete The Mortal Kombat X Experience with new and existing content. Includes main game, and new playable characters Alien, Leatherface, Triborg, and Bo’Rai Cho.",Countdown Sale,2023-12-30 12:16:51
MotoGP™23,2023-06-07,true,3+,IARC,https://www.xbox.com/en-in/games/store/motogp23/9N9HF2KBSV2D,https://store-images.s-microsoft.com/image/apps.42336.13536948730467095.198f0391-41b8-4dba-a0c9-ddfb988d2c03.c4a3695f-acdf-4c34-8cf4-28c633c86260?w=200,60%,"3,999.00","1,599.60",,,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Open the throttle, pass your opponents and cross the finish line: live the dream of being the next champion with the new MotoGP™23, more amazing and challenging than ever!",Countdown Sale,2023-12-30 12:16:51
Mount & Blade II: Bannerlord,2022-10-25,true,16+,IARC,https://www.xbox.com/en-in/games/store/mount--blade-ii-bannerlord/9PDHWZ7X3P03,https://store-images.s-microsoft.com/image/apps.13443.14149597270613176.7ab8db21-d435-4f1c-8c3a-236ab836bd6b.8bf6f412-7f1b-4b9e-8f58-d988a02cc7b6?w=200,40%,"2,449.00","1,469.40",3.7,75,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One, PC","The horns sound, the ravens gather. An empire is torn by civil war. Beyond its borders, new kingdoms rise. Gird on your sword, don your armour, summon your followers and ride forth to win glory on the battlefields of Calradia.",Countdown Sale,2023-12-30 12:16:51
Mount & Blade II: Bannerlord Digital Deluxe Edition,2022-12-16,true,16+,IARC,https://www.xbox.com/en-in/games/store/mount--blade-ii-bannerlord-digital-deluxe-edition/9NZ0HMKM3LML,https://store-images.s-microsoft.com/image/apps.25350.14490389518480171.5b93140b-8522-4ef9-a797-d53ee55c3326.82b008a8-8db7-43ac-845d-61eceb7dd700?w=200,40%,"2,999.00","1,799.40",,,,"Xbox Series X|S, Xbox One, PC",Experience Calradia as never before with the Mount & Blade II: Bannerlord Deluxe Edition.,Countdown Sale,2023-12-30 12:16:51
Moving Out 2,2023-08-14,false,3+,IARC,https://www.xbox.com/en-in/games/store/moving-out-2/9P88K6NQW12H,https://store-images.s-microsoft.com/image/apps.52583.14092419520193072.64e53d99-3172-4ca7-856b-dd313b69b944.e83589b5-de0e-470f-80a6-21ea4709fe39?w=200,50%,"2,399.00","1,199.50",,,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Moving Out is back and wackier than ever, and now with ONLINE PLAY! Return to Packmore and use your moving skills across brand new dimensions and some old favourites. Help rebuild Smooth Moves and become an all-star F.A.R.T. (Furniture Arrangement & Relocation Technician)!",Countdown Sale,2023-12-30 12:16:51
Mr. Run and Jump,2023-07-24,false,3+,IARC,https://www.xbox.com/en-in/games/store/mr-run-and-jump/9N9M6V87H1Z8,https://store-images.s-microsoft.com/image/apps.2755.13530095292613005.6741d5ad-c4d8-40d6-ae93-0a233a1c5f2a.8bfe250a-ca70-46ff-a5f1-62da3397bbdf?w=200,20%,"1,674.00","1,339.20",,,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Help Mr. Run and Jump defeat the terrifying Void and collect all of the Power Gems from the Realms of Color! Venture through a dazzling and dangerous world, dodging countless enemies and conquering hundreds of fierce platforming challenges to save the day!",Countdown Sale,2023-12-30 12:16:51
MudRunner,2017-10-31,false,3+,IARC,https://www.xbox.com/en-in/games/store/mudrunner/BTSQF5T410C6,https://store-images.s-microsoft.com/image/apps.50941.70538801997001679.e74a272b-aa3a-47f9-990e-ebe0ff233364.0e143036-237d-4f6a-939a-73823c60e6c3?w=200,80%,"2,410.00",482.00,,,,"Xbox Series X|S, Xbox One","MudRunner is the ultimate off-road experience for the first time on consoles. The game puts players in the driver seat and dares them to take charge of incredible all-terrain vehicles, venturing across extreme Siberian landscapes with only a map and compass as guides!",Countdown Sale,2023-12-30 12:16:51
MudRunner - American Wilds Edition,2018-10-23,false,3+,IARC,https://www.xbox.com/en-in/games/store/mudrunner---american-wilds-edition/C2PGVNBVJ1VH,https://store-images.s-microsoft.com/image/apps.46481.65549907313836824.742f4353-e2fd-4c3c-8bc0-d1abd3d6a801.528bb4b8-4a22-4174-a22b-5c2b3ea071c3?w=200,80%,"2,500.00",500.00,,,,"Xbox Series X|S, Xbox One","MudRunner – American Wilds is the ultimate version of indie hit MudRunner. Drive a wide selection of more than 30 powerful all-terrain vehicles, including iconic US brands like Western Star, Hummer and Chevrolet.",Countdown Sale,2023-12-30 12:16:51
Murdered: Soul Suspect,2015-01-16,false,16+,IARC,https://www.xbox.com/en-in/games/store/murdered-soul-suspect/BP5XCJQK5HQH,https://store-images.s-microsoft.com/image/apps.21583.67782007406480608.f95cf8b4-b19c-4e96-8495-9f3639b5d8b9.40740cef-27d1-43da-a948-a415526df092?w=200,85%,"1,120.00",168.00,4.8,8,,"Xbox Series X|S, Xbox One","A dark, supernatural detective thriller with a unique gameplay twist: solving your own murder from the afterlife.",Countdown Sale,2023-12-30 12:16:51
MX vs ATV Legends,2022-06-28,true,3+,IARC,https://www.xbox.com/en-in/games/store/mx-vs-atv-legends/9NLGR76G498K,https://store-images.s-microsoft.com/image/apps.11208.13712009559820162.f16fc3d3-fcfc-44db-be0a-a6ab549c8541.fd2a86f4-a2ab-4624-9dd1-8d68589ba7b5?w=200,50%,"2,499.00","1,249.50",3,43,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Race your way to victory on bikes, ATVs and UTVs in MX vs ATV Legends! Featuring massive new open environments, plus a career mode that lets you experience all the risks and rewards of becoming a world-famous professional rider.Become an off-road racing legend in your own right!Your time is now!",Countdown Sale,2023-12-30 12:16:51
MXGP 2021 - The Official Motocross Videogame,2021-11-29,true,3+,IARC,https://www.xbox.com/en-in/games/store/mxgp-2021---the-official-motocross-videogame/9N9R8TX1V7RL,https://store-images.s-microsoft.com/image/apps.45306.13531826612702215.b096e7c0-1a02-4dbd-b533-0b27401faef6.c86d36c9-352c-45b4-b734-c43abe4a734b?w=200,90%,"3,499.00",349.90,4,5,,"Xbox Series X|S, Xbox One","All the power of Motocross in your hands: the new MXGP 2021 is finally here!The official MXGP videogame is ready to show you what it's made of: warm up your engines and get ready for the most realistic, exciting two-wheeled experience ever!",Countdown Sale,2023-12-30 12:16:51
MXGP 2021 - The Official Motocross Videogame - Xbox Series X|S,2021-11-29,true,3+,IARC,https://www.xbox.com/en-in/games/store/mxgp-2021---the-official-motocross-videogame---xbox-series-xs/9PDK81M75BRW,https://store-images.s-microsoft.com/image/apps.45306.14148687300135930.a8a9b719-be2b-48e9-a96d-e7ec2227fd71.a1bf2103-42d2-4880-ba22-add31b344a9e?w=200,90%,"3,499.00",349.90,,,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","All the power of Motocross in your hands: the new MXGP 2021 is finally here!The official MXGP videogame is ready to show you what it's made of: warm up your engines and get ready for the most realistic, exciting two-wheeled experience ever!",Countdown Sale,2023-12-30 12:16:51
My Fantastic Ranch: Unicorn & Dragons,2022-11-17,false,3+,IARC,https://www.xbox.com/en-in/games/store/my-fantastic-ranch-unicorn--dragons/9P5MZTT9NH4P,https://store-images.s-microsoft.com/image/apps.16045.14570276388784062.4c383c88-5c28-4278-aedf-1b18b8a481b9.a38a463a-086c-496a-bf62-7846138601f0?w=200,60%,"2,174.00",869.60,,,,"Xbox Series X|S, Xbox One",Train dragons and unicorns in your fantastic ranch. Take care of them and build relationships between them and students through riding lessons. Become the most famous ranch in the enchanted kingdom!,Countdown Sale,2023-12-30 12:16:51
My Friend Peppa Pig,2021-10-21,false,3+,IARC,https://www.xbox.com/en-in/games/store/my-friend-peppa-pig/9NDJLXD2X2DM,https://store-images.s-microsoft.com/image/apps.60364.13613420443671332.a6ea2e8e-4acd-4934-b589-2d8cfaba7189.ddc3ffba-c208-45ed-a243-fab999c79e65?w=200,60%,"2,174.00",869.60,3.8,74,,"Xbox Series X|S, Xbox One, PC","Start a fun-filled adventure with Peppa Pig. Create your style, meet favorite characters, and play in Peppa’s world. It’s just like being in the TV show!",Countdown Sale,2023-12-30 12:16:51
MY HERO ONE’S JUSTICE,2018-10-26,true,12+,IARC,https://www.xbox.com/en-in/games/store/my-hero-ones-justice/BVFF56S7PXFJ,https://store-images.s-microsoft.com/image/apps.16842.71437196957989673.cc1c1b44-63e3-4ad6-afff-deb89934ff71.4c1d98a5-316d-4682-9e86-88fb739916ba?w=200,50%,"1,499.00",749.50,,,,"Xbox Series X|S, Xbox One",Fight for your justice in MY HERO ONE'S JUSTICE! The popular manga and anime series clashes head-to-head and Quirk-to-Quirk in this 3D arena fighter. Pave your path and choose between hero or villain and battle through iconic moments.,Countdown Sale,2023-12-30 12:16:51
MY HERO ONE'S JUSTICE 2,2020-03-12,true,12+,IARC,https://www.xbox.com/en-in/games/store/my-hero-ones-justice-2/9N87DV1CSMXK,https://store-images.s-microsoft.com/image/apps.58477.14054775776641554.a776c9ef-e2e4-4fea-8638-dde53ba66236.00cbf074-a0cf-4acc-a4e7-645af420cf5d?w=200,75%,"3,999.00",999.75,,,,"Xbox Series X|S, Xbox One","MY HERO ONE'S JUSTICE 2, the over-the-top follow-up to the smash hit 3D arena fighter MY HERO ONE'S JUSTICE, makes its heroic debut! Make full use of characters' Quirks as you clash head-to-head in epic battles across huge arenas!",Countdown Sale,2023-12-30 12:16:51
MY HERO ONE'S JUSTICE 2 Deluxe Edition,2020-04-13,true,12+,IARC,https://www.xbox.com/en-in/games/store/my-hero-ones-justice-2-deluxe-edition/9PGZX4D9NFHZ,https://store-images.s-microsoft.com/image/apps.9081.14241437104682340.d932b0b7-e856-419d-8a91-45b66fbfe1cf.51656b2b-e454-4323-9ed2-fccbca0e73ff?w=200,75%,"5,299.00","1,324.75",,,,"Xbox Series X|S, Xbox One",The Deluxe Edition includes:- MY HERO ONE'S JUSTICE 2 (full game)- Season PassDeluxe Edition Bonus:- In-game item: Ribbit Ribbit Set,Countdown Sale,2023-12-30 12:16:51
MY LITTLE PONY: A Maretime Bay Adventure,2022-05-26,false,3+,IARC,https://www.xbox.com/en-in/games/store/my-little-pony-a-maretime-bay-adventure/9P66WCGZ5QJH,https://store-images.s-microsoft.com/image/apps.35750.14625216299148424.918436cd-3472-4a8b-8b23-f7afa98af23e.7c66397a-a1be-4edf-ad61-0699a8a69988?w=200,60%,"2,174.00",869.60,,,,"Xbox Series X|S, Xbox One","Explore Equestria, meet new MY LITTLE PONY friends, and bring back the magic of Maretime Bay Day festival!",Countdown Sale,2023-12-30 12:16:51
My Time at Portia Deluxe Edition,2022-10-30,false,7+,IARC,https://www.xbox.com/en-in/games/store/my-time-at-portia-deluxe-edition/9NT52LH4Q2S5,https://store-images.s-microsoft.com/image/apps.42050.14425079223912554.1e6802ed-6d70-49ee-8149-cd5b33eb5ccb.176409cf-ce80-488a-98c5-92ac830c9f06?w=200,75%,"2,399.00",599.75,,,,"Xbox Series X|S, Xbox One","Live your best life in the enchanting town of Portia. Restore your Pa's neglected workshop to its former glory, fulfill villager commissions, start your own farm or spend your days catching fish. The Deluxe Edition includes a gift set, with exclusive items to help kickstart your new adventure.",Countdown Sale,2023-12-30 12:16:51
My Universe - Interior Designer,2021-11-11,false,3+,IARC,https://www.xbox.com/en-in/games/store/my-universe---interior-designer/9PB94ZQ31BG6,https://store-images.s-microsoft.com/image/apps.5884.14122690220047517.8a94a031-a664-4791-aa0b-0594ac06f2e9.9ec313af-4c8c-4816-a435-3af8ffe23ad9?w=200,80%,"1,624.00",324.80,,,,"Xbox Series X|S, Xbox One","Set up your own agency and become the best in town. Listen to your clients' needs and begin to renovate and refurbish their homes by selecting the style most suited to their personalities. Gradually, your reputation will grow and you'll be able to land more and more prestigious projects!",Countdown Sale,2023-12-30 12:16:51
My Universe - My Baby,2020-11-26,false,3+,IARC,https://www.xbox.com/en-in/games/store/my-universe---my-baby/9NWNB9D64KMP,https://store-images.s-microsoft.com/image/apps.64465.14446002502257524.4791ef7d-59f4-4f4f-b9a8-e4094f7aae42.bf4297e9-3ab4-4e4b-bac6-33e713a7b886?w=200,80%,"1,624.00",324.80,,,,"Xbox Series X|S, Xbox One","Time to become a parent! Take care of your dream baby, teach them new skills and help them grow up!",Countdown Sale,2023-12-30 12:16:51
My Universe - School Teacher,2020-10-15,false,3+,IARC,https://www.xbox.com/en-in/games/store/my-universe---school-teacher/9P1PPNSRZGNB,https://store-images.s-microsoft.com/image/apps.59650.14507377831272261.929af332-44ce-48a4-994c-c08e8fe6ae20.8171a907-d7e7-41be-9267-d34b9ea5c496?w=200,80%,"1,624.00",324.80,,,,"Xbox Series X|S, Xbox One, PC",Become the best teacher in town!,Countdown Sale,2023-12-30 12:16:51
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 Road to Boruto,2017-02-03,true,12+,IARC,https://www.xbox.com/en-in/games/store/naruto-shippuden-ultimate-ninja-storm-4-road-to-boruto/BR1QZ16D82Q4,https://store-images.s-microsoft.com/image/apps.25710.68860380104918599.e2ab3ddc-8806-445a-a2d6-608a353d211b.40cedb40-bd36-4965-afdf-b290f1e780ad?w=200,80%,"2,500.00",500.00,4.7,14,,"Xbox Series X|S, Xbox One","NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 Road To Boruto Game is the ultimate choice for Naruto fans!Enjoy the full base game, all the content of the season pass and the game expansion Road to Boruto.",Countdown Sale,2023-12-30 12:16:51
NARUTO SHIPPUDEN: Ultimate Ninja STORM Legacy,2017-08-25,true,12+,IARC,https://www.xbox.com/en-in/games/store/naruto-shippuden-ultimate-ninja-storm-legacy/BV7G9F275F94,https://store-images.s-microsoft.com/image/apps.3796.71343510227343465.377174a9-abc8-4da3-aaa6-8874fdb9e2f5.66a6149d-3c81-4fc9-8228-d7138701be91?w=200,60%,"5,830.00","2,332.00",,,,"Xbox Series X|S, Xbox One","NARUTO SHIPPUDEN: ULTIMATE NINJA STORM LEGACY collects all 4 games in one collection. This collection includes: ULTIMATE NINJA STORM, ULTIMATE NINJA STORM 2, ULTIMATE NINJA STORM 3 FULL BURST, and ULTIMATE NINJA STORM 4 ROAD TO BORUTO.",Countdown Sale,2023-12-30 12:16:51
NARUTO TO BORUTO: SHINOBI STRIKER,2018-08-31,true,12+,IARC,https://www.xbox.com/en-in/games/store/naruto-to-boruto-shinobi-striker/BRX56LQJMZ4G,https://store-images.s-microsoft.com/image/apps.28992.69400513316706885.2c155959-cfe1-4f1a-a0aa-06e86620da92.7cc96e9f-151b-4c86-a8d2-c63182d33f7d?w=200,50%,"1,299.00",649.50,2.8,23,,"Xbox Series X|S, Xbox One","Battle as a team of 4 to compete against other teams online! Graphically, SHINOBI STRIKER is also built from the ground up in a completely new graphic style. Lead your team and fight online to see who the best ninjas are!",Countdown Sale,2023-12-30 12:16:51
NARUTO TO BORUTO: SHINOBI STRIKER Ultimate Edition,2023-06-30,true,12+,IARC,https://www.xbox.com/en-in/games/store/naruto-to-boruto-shinobi-striker-ultimate-edition/9NSHP02MNJ45,https://store-images.s-microsoft.com/image/apps.55697.14367429406672618.0a6111a8-baa3-42dc-9f4e-b4f985bf2b02.09469da7-05d1-4965-a375-94c5fdae0987?w=200,50%,"4,974.00","2,487.00",,,,"Xbox Series X|S, Xbox One",The Ultimate Edition includes:• NARUTO TO BORUTO: SHINOBI STRIKER (full game)• Season Pass 1• Season Pass 2• Season Pass 3• Season Pass 4The Naruto franchise is back with a brand new experience in NARUTO TO BORUTO: SHINOBI STRIKER!,Countdown Sale,2023-12-30 12:16:51
NARUTO: Ultimate Ninja Storm,2017-08-25,true,12+,IARC,https://www.xbox.com/en-in/games/store/naruto-ultimate-ninja-storm/BQ2M15PMBLKD,https://store-images.s-microsoft.com/image/apps.32973.68307864442603829.676cbe70-1643-4bcc-a72b-f8ed4e2d4cc2.5e336f58-3ca7-4c6a-82b5-6d8fba10598d?w=200,75%,"1,680.00",420.00,,,,"Xbox Series X|S, Xbox One","NARUTO: Ultimate Ninja STORM allows players to battle in full 3D across massive environments. Players will unleash powerful jutsu attacks, perform acrobatic evasive maneuvers and even run up walls. NARUTO: Ultimate Ninja STORM has been remastered in HD.",Countdown Sale,2023-12-30 12:16:51
NASCAR Arcade Rush,2023-09-14,true,3+,IARC,https://www.xbox.com/en-in/games/store/nascar-arcade-rush/9N1L3W88X7W4,https://store-images.s-microsoft.com/image/apps.13997.13899283375416525.2f5d86cb-959e-4946-8eec-749829266b44.8c2c3a1f-4fce-4e15-9f49-18802a75966f?w=200,60%,"2,724.00","1,089.60",,,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","The thrill of NASCAR meets the rush of arcade racing in a new game that puts you in the driver’s seat of a completely new NASCAR experience with re-imagined, iconic racetracks in unmatched high-speed, wheel-to-wheel action!",Countdown Sale,2023-12-30 12:16:51
NASCAR Arcade Rush Project-X Edition,2023-09-14,true,3+,IARC,https://www.xbox.com/en-in/games/store/nascar-arcade-rush-project-x-edition/9PBFZPPSKNTJ,https://store-images.s-microsoft.com/image/apps.50522.14119799627432833.024ad815-68d1-4fca-9a05-12d91535440b.785713fe-ec58-4ac6-9d9d-7f0eeae8af86?w=200,60%,"3,249.00","1,299.60",,,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One",NASCAR Arcade Rush Project-X Edition is the ultimate NASCAR arcade experience for fans young and old by combining the full game with the thrill of all the Project X digital content available.,Countdown Sale,2023-12-30 12:16:51
