title,release_date,multiplayer,age_criteria,rating_system,link,img,off_pct,original_price,discounted_price,star_rating,total_reviews,optimization,platforms,description,sales_title,scrape_timestamp
Call of Duty®: Modern Warfare® III - Cross-Gen Bundle,2023-11-10,true,18+,IARC,https://www.xbox.com/en-in/games/store/call-of-duty-modern-warfare-iii---cross-gen-bundle/9NB54XTF084M,https://store-images.s-microsoft.com/image/apps.35931.13519812510018364.92731e53-cab3-4df2-bd66-5285f516cb31.9505edd3-27da-4bed-96d9-7fc9a08f24d0?w=200,30%,"5,599.00","3,919.30",2.8,287,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Includes:- Cross Gen Bundle of Call of Duty®: Modern Warfare® III-- Includes Xbox One and Xbox Series X|S versions of the game- Available in Call of Duty®: Modern Warfare® III, Call of Duty®: Modern Warfare® II and Call of Duty®: Warzone™:-- Soap Operator Pack*-- Zombie Ghost Operator Skin*",Countdown Sale,2023-12-30 12:16:35
Starfield,2023-09-06,false,18+,IARC,https://www.xbox.com/en-in/games/store/starfield/9NCJSXWZTP88,https://store-images.s-microsoft.com/image/apps.35187.13567343664224659.1eb6fdf9-8a0b-4344-a135-ab17dfa3c609.c83b6d6a-56c3-4c3f-8b31-456cfb21c3b7?w=200,30%,"6,499.00","4,549.30",3,1051,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One, PC","Starfield is the first new universe in 25 years from Bethesda Game Studios, the award-winning creators of The Elder Scrolls V: Skyrim and Fallout 4.",Countdown Sale,2023-12-30 12:16:35
EA SPORTS FC™ 24 Standard Edition Xbox One & Xbox Series X|S,2023-09-28,true,3+,IARC,https://www.xbox.com/en-in/games/store/ea-sports-fc-24-standard-edition-xbox-one--xbox-series-xs/9PJHKHWQQ3NB,https://store-images.s-microsoft.com/image/apps.62211.14281959400456729.871028c8-df4c-403f-826e-d4deb249dc43.b5be9148-05ab-41a0-af06-5a2e7e03d0f3?w=200,60%,"4,499.00","1,799.60",2.9,340,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","EA SPORTS FC™ 24 welcomes you to The World’s Game: the most true-to-football experience ever with HyperMotionV*, PlayStyles optimised by Opta, and an enhanced Frostbite™ Engine reinventing how 19,000+ authentic players move, play and look in every match.",Countdown Sale,2023-12-30 12:16:35
NBA 2K24 for Xbox Series X|S,2023-09-07,true,3+,IARC,https://www.xbox.com/en-in/games/store/nba-2k24-for-xbox-series-xs/9NT7FNZ0WJM1,https://store-images.s-microsoft.com/image/apps.11707.14423489333868900.58a90c8e-57f0-49bc-9fbd-69a18e6c4821.cf8ccf93-b69b-442e-a783-11b4d1519e71?w=200,55%,"4,999.00","2,249.55",2.7,293,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Grab your squad and experience the past, present, and future of hoops culture in NBA 2K24. Enjoy loads of pure, unadulterated action and limitless personalized MyPLAYER options in MyCAREER. Collect an impressive array of legends and build your perfect lineup in MyTEAM.",Countdown Sale,2023-12-30 12:16:35
The Crew™ Motorfest Standard Edition - Cross-Gen Bundle,2023-09-18,true,12+,IARC,https://www.xbox.com/en-in/games/store/the-crew-motorfest-standard-edition---cross-gen-bundle/9N2TS3W9KLTZ,https://store-images.s-microsoft.com/image/apps.20396.13732783098848034.c01441ec-a169-44f9-85a8-8b8ad6ced9ac.3dac486d-e95f-4eee-b01a-c71ce4542879?w=200,50%,"4,999.00","2,499.50",3.1,13,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Welcome to Motorfest, the ultimate driving experience! Explore the vibrant open world of the island of O‘ahu in Hawaii as you compete in intense races, themed events, and much more! With hundreds of iconic cars to collect, you’ll have plenty of opportunities to show off your skills.",Countdown Sale,2023-12-30 12:16:35
Forza Motorsport Premium Edition,2023-10-04,true,3+,IARC,https://www.xbox.com/en-in/games/store/forza-motorsport-premium-edition/9P8PGC771MLP,https://store-images.s-microsoft.com/image/apps.23691.14083713035901346.16619c9c-f1cb-4fd8-93b8-e5754d238bfe.4052cbaa-13c5-47d9-b436-27e536e0a197?w=200,20%,"9,199.00","7,359.20",3.1,27,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One, PC",Race over 500 real-world cars including modern race cars and more than 100 cars new to Forza Motorsport.,Countdown Sale,2023-12-30 12:16:35
Mortal Kombat™ 1,2023-09-18,true,18+,IARC,https://www.xbox.com/en-in/games/store/mortal-kombat-1/9N7271QN4SGB,https://store-images.s-microsoft.com/image/apps.15385.14007497573636681.4ee0da90-8866-4e78-bc18-31395aa61837.794c9932-4346-4da4-86ed-5e5c1110a544?w=200,40%,"4,799.00","2,879.40",3.7,158,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Discover a reborn Mortal Kombat™ Universe created by the Fire God Liu Kang. Mortal Kombat™ 1 ushers in a new era of the iconic franchise with a new fighting system, game modes, and fatalities!",Countdown Sale,2023-12-30 12:16:35
Assassin’s Creed® Mirage,2023-10-04,false,18+,IARC,https://www.xbox.com/en-in/games/store/assassins-creed-mirage/9NZCJF5VF1NV,https://store-images.s-microsoft.com/image/apps.51627.14478378080353577.d9dde1a0-41ed-4026-93ef-d3e32de2f685.3a37ac18-73a3-42f9-813e-fefef8ef07e5?w=200,30%,"3,499.00","2,449.30",3.5,38,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Experience the story of Basim, a cunning street thief with nightmarish visions, seeking answers and justice as he navigates the bustling streets of ninth-century Baghdad.",Countdown Sale,2023-12-30 12:16:35
Party Animals,2023-09-20,true,3+,IARC,https://www.xbox.com/en-in/games/store/party-animals/9MZ08RDQ4DM1,https://store-images.s-microsoft.com/image/apps.62616.13884485183103116.6713b960-1bc1-48a2-8409-f9f6752fffef.208ff0d5-6ed5-4d5d-9f8f-003f5be0d459?w=200,30%,"1,124.00",786.80,3.8,108,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One",A PHYSICS BASED PARTY GAMEBEST GAME FOR A SATURDAY NIGHT WITH FRIENDS,Countdown Sale,2023-12-30 12:16:35
Street Fighter™ 6,2023-06-02,true,18+,IARC,https://www.xbox.com/en-in/games/store/street-fighter-6/9NM79B7N9JM6,https://store-images.s-microsoft.com/image/apps.59767.13692859679694975.e75973fd-baa7-4055-b1d0-e3c20f0de58f.a441af0a-a76d-4258-85ef-b1f0174c3dfe?w=200,33%,"3,999.00","2,679.33",3.9,9,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Here comes Capcom’s newest challenger! Street Fighter™ 6 launches worldwide on June 2nd, 2023 and represents the next evolution of the Street Fighter™ series! Street Fighter 6 spans three distinct game modes, including World Tour, Fighting Ground and Battle Hub.",Countdown Sale,2023-12-30 12:16:35
Alan Wake 2,2023-10-27,false,18+,IARC,https://www.xbox.com/en-in/games/store/alan-wake-2/9PNZH065X7PV,https://store-images.s-microsoft.com/image/apps.53207.14335040691238971.69596c0b-00e0-49eb-a6ce-2535ef602b5e.610aeb08-6b0a-45d5-86cc-107b90e66c80?w=200,20%,"3,246.00","2,596.80",4.6,252,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One",Saga Anderson arrives to investigate ritualistic murders in a small town. Alan Wake pens a dark story to shape the reality around him. These two heroes are somehow connected. Can they become the heroes they need to be?,Countdown Sale,2023-12-30 12:16:35
Hogwarts Legacy Xbox Series X|S Version,2023-02-09,false,12+,IARC,https://www.xbox.com/en-in/games/store/hogwarts-legacy-xbox-series-xs-version/9MT5NJ5W7B8Z,https://store-images.s-microsoft.com/image/apps.11179.13814785456466922.4e78e496-4e8c-4f2c-93df-55ea1fa48e05.0d64da1c-8197-4d17-ba47-9e7494b62f6e?w=200,50%,"4,399.00","2,199.50",4.4,132,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Hogwarts Legacy is an immersive, open-world action RPG. Now you can take control of the action and be at the center of your own adventure in the wizarding world.",Countdown Sale,2023-12-30 12:16:35
Dead Island 2,2023-04-20,false,18+,IARC,https://www.xbox.com/en-in/games/store/dead-island-2/C3L4J3H7H12R,https://store-images.s-microsoft.com/image/apps.26610.66080721822734920.910bec42-dd7c-4bcf-9acb-d97e1b5501f0.5a916954-24f8-4f6e-95e7-74cff29199d9?w=200,40%,"4,999.00","2,999.40",4.2,69,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","The much-loved zombie saga is back! Dead Island 2 is a thrilling First-Person Action RPG with a unique formula of horror, dark humor and over the top zombie-slaying. A deadly virus is spreading across Los Angeles, turning its inhabitants into zombies.",Countdown Sale,2023-12-30 12:16:35
UFC® 5,2023-10-26,true,16+,IARC,https://www.xbox.com/en-in/games/store/ufc-5/9NH8K4B707H0,https://store-images.s-microsoft.com/image/apps.43296.13630336651997545.a96b0d89-5d07-42df-a32b-c465113ff69c.180cb40d-58f2-48a5-829f-bf309187f337?w=200,40%,"4,499.00","2,699.40",2.1,155,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Powered by Frostbite™, EA SPORTS™ UFC® 5 is the next evolution of the fight game. From unrivalled graphics upgrades to all-new damage systems and doctor stoppages that affect gameplay in truly authentic fashion — this is as real as it gets.",Countdown Sale,2023-12-30 12:16:35
Stray,2023-08-10,false,12+,IARC,https://www.xbox.com/en-in/games/store/stray/9NMPDQ2NRX34,https://store-images.s-microsoft.com/image/apps.15876.13754210357812593.c3c8aa7a-e063-438f-8dc1-02c5d4abfd95.13c1afe0-c06d-46d6-bfdc-6009527cbaff?w=200,25%,"1,624.00","1,218.00",4.8,189,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One, PC","Lost, alone and separated from family, a stray cat must untangle an ancient mystery to escape a long-forgotten cybercity and find their way home.",Countdown Sale,2023-12-30 12:16:35
Madden NFL 24,2023-08-18,true,3+,IARC,https://www.xbox.com/en-in/games/store/madden-nfl-24/9NG3KDN390BB,https://store-images.s-microsoft.com/image/apps.12145.13582651418363129.3983f41f-4d3d-49de-a8ca-fca74d25454f.57914d9f-d1b4-496d-926d-cf417fd8f4b9?w=200,60%,"4,499.00","1,799.60",2.8,152,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One",Experience the newest iteration of FieldSENSE™ in Madden NFL 24 on Xbox Series X|SMore realistic character movement and smarter AI gives you control to play out your gameplay strategy with the confidence to dominate any opponent in Madden NFL 24.,Countdown Sale,2023-12-30 12:16:35
Redfall,2023-05-02,false,18+,IARC,https://www.xbox.com/en-in/games/store/redfall/9P8JRMWRQP4H,https://store-images.s-microsoft.com/image/apps.60545.14091188428798620.2f105d2c-1b7f-4fd0-b12e-5483087f47d1.0dd8d438-0fc9-4d71-ac1b-21ed62e26ec2?w=200,75%,"6,499.00","1,624.75",2.7,116,,"Xbox Series X|S, Xbox One, PC","The town of Redfall is under siege by a legion of vampires who have cut the island off from the outside world. Trapped with a handful of survivors, slay alone or squad up in open-world FPS action.",Countdown Sale,2023-12-30 12:16:35
Resident Evil 4,2023-03-23,false,18+,IARC,https://www.xbox.com/en-in/games/store/resident-evil-4/9N7JCPPCPN37,https://store-images.s-microsoft.com/image/apps.38309.14068302933892670.c7bce98a-fdfb-4c93-9a58-5dcee95ec5d7.3eda0939-0b62-4894-8f90-528d665e3c92?w=200,50%,"3,599.00","1,799.50",4.8,201,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Survival is just the beginning.Six years have passed since the biological disaster in Raccoon City.Leon S. Kennedy, one of the survivors, tracks the president's kidnapped daughterto a secluded European village, where there is something terribly wrong with the locals.",Countdown Sale,2023-12-30 12:16:35
NHL 24 Xbox Series X|S,2023-10-06,true,12+,IARC,https://www.xbox.com/en-in/games/store/nhl-24-xbox-series-xs/9PCX1R3DMMWH,https://store-images.s-microsoft.com/image/apps.23323.14165757424245482.92464088-209b-43a8-9cdd-69e89e7af57c.ed1cac3e-ad41-40ef-b576-6a8a693e4a02?w=200,60%,"4,499.00","1,799.60",2.2,91,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Four. The number. The name. The natural. Finally, the legendary Bobby Orr is available and playable in NHL 24.Receive bonus content when logging into NHL 24 until January 2, including:- Bobby Orr HUT Item- Boston Bruins Centennial Uniforms in Hockey Ultimate Team & World of Chel",Countdown Sale,2023-12-30 12:16:35
Destiny 2: Lightfall + Annual Pass,2023-03-14,false,16+,IARC,https://www.xbox.com/en-in/games/store/destiny-2-lightfall--annual-pass/9P30GL4DGQJ9,https://store-images.s-microsoft.com/image/apps.34499.14552038719544054.fd6e1031-c233-4eb2-b254-38e2438ed061.a88f2a5d-0622-48b4-8bab-0c56e0aa293e?w=200,60%,"6,499.00","2,599.60",,,,"Xbox Series X|S, Xbox One","The Witness is here. Uncover new rewards, master a new subclass, and explore Neptune, the new raid, and Lightfall’s Legendary Mode.",Countdown Sale,2023-12-30 12:16:35
Diablo® IV - Standard Edition,2023-06-05,true,18+,IARC,https://www.xbox.com/en-in/games/store/diablo-iv---standard-edition/9PP97VC2BL8H,https://store-images.s-microsoft.com/image/apps.27418.14332794193050832.739974d2-f1c8-499c-8284-db79b2d691a4.1a1b4150-489e-46e8-925a-4d9e78f5b000?w=200,40%,"5,599.00","3,359.40",3.1,34,,"Xbox Series X|S, Xbox One","Diablo® IV is the next-gen action RPG experience with endless evil to slaughter, countless abilities to master, nightmarish Dungeons, and legendary loot.This is only the beginning for Diablo® IV, with new events, stories, seasons, rewards, and more looming on the horizon.",Countdown Sale,2023-12-30 12:16:35
Cyberpunk 2077: Ultimate Edition (Xbox Series X|S),2023-12-05,false,18+,IARC,https://www.xbox.com/en-in/games/store/cyberpunk-2077-ultimate-edition-xbox-series-xs/9P9G5WX8C0VH,https://store-images.s-microsoft.com/image/apps.36537.14143814686075364.7e443c56-2382-4bea-8ceb-35638e527cd6.475937df-e65f-4850-b2f0-471c2966f074?w=200,33%,"4,599.00","3,081.33",4.4,32,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Cyberpunk 2077 is an open-world, action-adventure RPG set in Night City, a megalopolis obsessed with power, glamour, and body modification. Play as V, a cyberpunk mercenary, and take on the most powerful forces of the city in a fight for glory and survival. Legends will be made here.",Countdown Sale,2023-12-30 12:16:35
ELDEN RING,2022-02-25,true,16+,IARC,https://www.xbox.com/en-in/games/store/elden-ring/9P3J32CTXLRZ,https://store-images.s-microsoft.com/image/apps.25322.14537704372270848.6ecb6038-5426-409a-8660-158d1eb64fb0.d230176a-d7a2-4696-ad23-ff53a6e004df?w=200,40%,"3,499.00","2,099.40",4.3,323,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","THE NEW FANTASY ACTION RPG.Rise, Tarnished, and be guided by grace to brandish the power of the Elden Ring and become an Elden Lord in the Lands Between.",Countdown Sale,2023-12-30 12:16:35
Ghostrunner 2,2023-10-26,false,18+,IARC,https://www.xbox.com/en-in/games/store/ghostrunner-2/9PKF79JQ1KR6,https://store-images.s-microsoft.com/image/apps.60209.14263811972178035.62a632fe-7f49-4b1f-9c48-66e277154343.ef8a82d0-2e30-4b5d-ba29-021c70caf40a?w=200,30%,"2,540.00","1,778.00",3.7,10,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Blood will run in Ghostrunner 2, a hardcore FPP slasher set in a post-apocalyptic cyberpunk future. Become the ultimate cyber ninja and prepare for epic boss fights, improved skills, an interactive story, new game modes, and captivating synthwave soundtrack.",Countdown Sale,2023-12-30 12:16:35
PAYDAY 3: Silver Edition,2023-09-21,true,18+,IARC,https://www.xbox.com/en-in/games/store/payday-3-silver-edition/9PPCM6C714JB,https://store-images.s-microsoft.com/image/apps.4475.14331474685612773.b22fa632-8f0c-4e61-8204-51e0a84888a9.97edabbf-8fd4-4561-8a0e-16b208169de2?w=200,25%,"4,999.00","3,749.25",,,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One, PC","PAYDAY 3 is the much anticipated sequel to one of the most popular co-op shooters ever. Since its release, PAYDAY-players have been reveling in the thrill of a perfectly planned and executed heist. That’s what makes PAYDAY a high-octane, co-op FPS experience without equal.",Countdown Sale,2023-12-30 12:16:35
STAR WARS Jedi: Survivor™,2023-04-28,false,12+,IARC,https://www.xbox.com/en-in/games/store/star-wars-jedi-survivor/9PGC82V0DXFS,https://store-images.s-microsoft.com/image/apps.58100.14188092651145353.c3919981-fb28-4755-b504-a3b021220351.2419b143-136d-49b0-bd5f-7fe2a99d679d?w=200,50%,"4,499.00","2,249.50",4,118,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","The story of Cal Kestis continues in Star Wars Jedi: Survivor™, a third-person galaxy-spanning action-adventure game from Respawn Entertainment and Lucasfilm Games.",Countdown Sale,2023-12-30 12:16:35
Call of Duty®: Modern Warfare® II - Cross-Gen Bundle,2022-11-04,true,18+,IARC,https://www.xbox.com/en-in/games/store/call-of-duty-modern-warfare-ii---cross-gen-bundle/9PFMF665QXL2,https://store-images.s-microsoft.com/image/apps.60926.14197948149887241.6dd82d18-0e13-431d-a3fb-1f0de64c433d.495fcb92-3249-454d-b4bb-e8f49dfd57f2?w=200,50%,"4,999.00","2,499.50",3.1,34,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Includes:- Cross Gen Bundle of Call of Duty®: Modern Warfare® II-- Includes Xbox One and Xbox Series X|S versions of the gameYou also get access to Call of Duty®: Warzone™, the all-new Battle Royale experience.",Countdown Sale,2023-12-30 12:16:35
SWORD ART ONLINE Last Recollection,2023-10-05,false,12+,IARC,https://www.xbox.com/en-in/games/store/sword-art-online-last-recollection/9PFXNF3850RD,https://store-images.s-microsoft.com/image/apps.63978.14196316472723985.7523d121-e380-4e23-bc30-f93b967f2280.bdf24885-5b79-496a-8c99-39b5c4237c26?w=200,30%,"3,499.00","2,449.30",,,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","The culmination of the SWORD ART ONLINE game series, Last Recollection features the largest roster of SAO playable characters and sub scenarios!",Countdown Sale,2023-12-30 12:16:35
The Sims™ 4 Seasons,2018-11-13,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-seasons/C0PZ78D0KK12,https://store-images.s-microsoft.com/image/apps.60893.64403630716756411.af6b3dab-ede5-4da2-82b6-94150bd9d7ce.597827ab-367f-4bcd-8bbf-f5627b4a5558?w=200,60%,"2,499.00",999.60,,,,"Xbox Series X|S, Xbox One","Add weather to your Sims’ lives to tell new stories, enjoy seasonal activities, and celebrate heartfelt holidays with The Sims™ 4 Seasons.",Countdown Sale,2023-12-30 12:16:35
Riders Republic™ Skate Edition,2023-08-25,true,12+,IARC,https://www.xbox.com/en-in/games/store/riders-republic-skate-edition/9PGBTTGFVJ0B,https://store-images.s-microsoft.com/image/apps.20503.14183961236974637.3d7f0621-7850-41a3-9b65-875aff39f682.594a1835-32dc-491e-a9d1-304a5be3f34e?w=200,60%,"3,999.00","1,599.60",,,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One",Shred the Ridge like never before with Riders Republic™ Skate Edition. Hop on your board and ride across brand-new skate parks! The Skate Edition includes the base game and the Skate add-on.**This edition does not include the BMX add-on and other additional content.,Countdown Sale,2023-12-30 12:16:35
RoboCop: Rogue City - Alex Murphy Edition,2023-11-02,false,18+,IARC,https://www.xbox.com/en-in/games/store/robocop-rogue-city---alex-murphy-edition/9NSBZNCJ4BB6,https://store-images.s-microsoft.com/image/apps.52297.14370796143877437.8b9253df-73f5-4b7a-9ef9-8edbbac7a429.f6281442-9771-46f6-af19-4a5458020339?w=200,30%,"3,799.00","2,659.30",4.5,35,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Become the legendary part man, part machine, all cop hero and deliver justice in Old Detroit.",Countdown Sale,2023-12-30 12:16:35
Sea of Thieves Deluxe Edition,2023-03-15,true,12+,IARC,https://www.xbox.com/en-in/games/store/sea-of-thieves-deluxe-edition/9N137SMF48BQ,https://store-images.s-microsoft.com/image/apps.39285.13913712399960661.506399d5-07a1-4fd5-979a-31c6ee224cfa.fa5f81a8-1357-4788-950f-2eab6ac1ebe2?w=200,50%,"3,399.00","1,699.50",4,11,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One, PC","Celebrate five years of Sea of Thieves with this special edition, which includes a copy of the game with all permanent content added since launch, plus a Deluxe Bundle of content containing an additional array of cosmetics and currency.",Countdown Sale,2023-12-30 12:16:35
Sekiro™: Shadows Die Twice - GOTY Edition,2019-03-22,false,18+,IARC,https://www.xbox.com/en-in/games/store/sekiro-shadows-die-twice---goty-edition/BQD5WRRP2D6Q,https://store-images.s-microsoft.com/image/apps.62583.69038865179152125.ddcc0d78-9e3a-4110-94b3-6df63908553a.a11fb042-6f04-475e-83c0-01bfb83117d4?w=200,50%,"4,000.00","2,000.00",4.1,71,,"Xbox Series X|S, Xbox One","Game of the Year - The Game Awards 2019Metacritic Must PlayCarve your own clever path to vengeance in the award winning adventure from developer FromSoftware, creators of the Dark Souls series.Take Revenge. Restore Your Honor. Kill Ingeniously.",Countdown Sale,2023-12-30 12:16:35
GTA Online: Megalodon Shark Cash Card (Xbox Series X|S),2022-03-14,false,Not Rated,Microsoft,https://www.xbox.com/en-in/games/store/gta-online-megalodon-shark-cash-card-xbox-series-xs/9N29JQDXJSZ0,https://store-images.s-microsoft.com/image/apps.15238.13955661974382433.26764ffc-82cf-4ec1-a97d-8de64e754453.3b39c676-16ab-4ab9-a886-c952dcb6b65c?w=200,15%,"3,500.00","2,975.00",1.5,27,,"Xbox Series X|S, Xbox One","Purchase the Megalodon Shark Cash Card (XBS) to gain GTA$10,000,000 to spend in the Xbox Series X|S version of GTA Online.",Countdown Sale,2023-12-30 12:16:35
Dead by Daylight: Escape Expansion Pack,2021-06-15,false,18+,IARC,https://www.xbox.com/en-in/games/store/dead-by-daylight-escape-expansion-pack/9P9ZCZFZB9R9,https://store-images.s-microsoft.com/image/apps.58499.14133874296717976.4f9d4acf-4d63-4fab-98a5-3f502eedd382.51a72121-81ac-41a3-8f90-acba4439a87f?w=200,50%,"1,500.00",750.00,,,,"Xbox Series X|S, Xbox One",Will you be a leader? A hero? An escape artist? The Escape Expansion Pack gives you access to 10 original characters to discover and explore.,Countdown Sale,2023-12-30 12:16:35
Red Dead Redemption 2,2018-10-26,true,18+,IARC,https://www.xbox.com/en-in/games/red-dead-redemption-2#purchaseoptions,https://store-images.s-microsoft.com/image/apps.34695.13942869738016799.078aba97-2f28-440f-97b6-b852e1af307a.b278e12f-c22c-4a2a-bb18-dfd26ca6cafc?w=200,67%,"3,999.00","1,319.67",4.9,270,,"Xbox Series X|S, Xbox One","Winner of over 175 Game of the Year Awards and recipient of over 250 perfect scores, Red Dead Redemption 2 is an epic tale of honor and loyalty at the dawn of the modern age. Includes Red Dead Redemption 2: Story Mode and Red Dead Online.",Countdown Sale,2023-12-30 12:16:35
Tom Clancy's Rainbow Six® Siege Operator Edition,2023-03-07,false,18+,IARC,https://www.xbox.com/en-in/games/store/tom-clancys-rainbow-six-siege-operator-edition/9MTJ3JJF7RJC,https://store-images.s-microsoft.com/image/apps.31494.13812302625061176.2919a976-0a29-4f00-a92d-2a2ffad3dc37.4a3bbdb8-d346-4973-889a-e6505d33206e?w=200,65%,"5,349.00","1,872.15",,,,"Xbox Series X|S, Xbox One",The Tom Clancy's Rainbow Six® Siege Operator Edition includes the full game and 46 operators from Years 1–7.“One of the best first-person shooters ever made.,Countdown Sale,2023-12-30 12:16:35
PowerWash Simulator,2022-07-14,false,3+,IARC,https://www.xbox.com/en-in/games/store/powerwash-simulator/9NHDJC0NW20M,https://store-images.s-microsoft.com/image/apps.61268.13631853399995812.7c8d5b79-31b8-46af-9143-329dfb697258.e21937ee-bfbb-4fa6-aea9-fc940c02feba?w=200,20%,"2,080.00","1,664.00",4.2,117,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One, PC",Release the Pressure with PowerWash Simulator! Wash away your worries with the soothing sounds of high-pressure water. Fire up your power washer and blast away every speck of dirt and grime you can find.,Countdown Sale,2023-12-30 12:16:35
Marvel's Midnight Suns Enhanced Edition,2022-12-01,false,12+,IARC,https://www.xbox.com/en-in/games/store/marvels-midnight-suns-enhanced-edition/9NZV28P1ZMQ0,https://store-images.s-microsoft.com/image/apps.14182.14473623118006543.1fa190b2-3c14-4363-a76c-7dd51ec04dae.bbe96d4b-c399-4be4-8031-209d12645b3e?w=200,70%,"4,399.00","1,319.70",4.3,6,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One",DARKNESS FALLS. RISE UP!Fight the legions of Lilith in style with the Marvel’s Midnight Suns Enhanced Edition! This edition includes the Marvel’s Midnight Suns base game and 5 premium hero skins.Fight and strategize like a Super Hero against the darkest corners of the Marvel Universe.,Countdown Sale,2023-12-30 12:16:35
Lords of the Fallen,2023-10-12,true,18+,IARC,https://www.xbox.com/en-in/games/store/lords-of-the-fallen/9N3CJZ3HFHTF,https://store-images.s-microsoft.com/image/apps.14068.13934868189109496.6db99676-d2a1-4b76-ae20-c9ce9a30cdb4.c5bd5569-31d7-4266-acbd-4b34979df62e?w=200,30%,"3,799.00","2,659.30",3.1,80,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","A vast world awaits in all-new, dark fantasy action-RPG, Lords of the Fallen. As one of the fabled Dark Crusaders, embark on an epic quest to overthrow Adyr, the demon God.",Countdown Sale,2023-12-30 12:16:35
Like a Dragon Gaiden: The Man Who Erased His Name Deluxe Edition,2023-11-09,true,18+,IARC,https://www.xbox.com/en-in/games/store/like-a-dragon-gaiden-the-man-who-erased-his-name-deluxe-edition/9NX1KVDWPZBK,https://store-images.s-microsoft.com/image/apps.20192.14434566367069278.7161f0d8-359a-4489-b1d7-1f9940b9d40b.1d85dcd5-7a63-4c53-b2c2-e6cd596fcff2?w=200,20%,"3,999.00","3,199.20",,,,"Xbox Series X|S, Xbox One, PC","ERASE YOUR PAST TO PROTECT YOUR FUTURE Once a legendary yakuza, Kazuma Kiryu faked his own death and abandoned his name for the sake of protecting his family. Now, he is thrust into conflict by a mysterious figure attempting to drive him out of hiding.",Countdown Sale,2023-12-30 12:16:35
LEGO® Star Wars™: The Skywalker Saga Galactic Edition,2022-10-31,true,7+,IARC,https://www.xbox.com/en-in/games/store/lego-star-wars-the-skywalker-saga-galactic-edition/9NLSQ26HM4X5,https://store-images.s-microsoft.com/image/apps.30370.13701110362522514.83a450e3-15f7-4f27-9789-b3ba2e64144a.c77c8b39-70ed-4f4b-8eab-fa58d38359fb?w=200,70%,"4,799.00","1,439.70",4.8,6,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One, PC","Includes full game and 13 Downloadable Character Packs.Play through all 9 films of the saga and choose from over 400 characters from Andor, Book of Boba Fett, The Clone Wars, Rebels and more!",Countdown Sale,2023-12-30 12:16:35
Immortals of Aveum™ Deluxe Edition,2023-08-22,false,16+,IARC,https://www.xbox.com/en-in/games/store/immortals-of-aveum-deluxe-edition/9NHKNM0ZVG66,https://store-images.s-microsoft.com/image/apps.21630.13628513915770581.741e120c-0621-4264-b6f6-d7bb697395ad.bfb59e88-dbc2-4db1-b65a-5b5ac8d943bf?w=200,60%,"5,499.00","2,199.60",4.3,9,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Summon your power, stop the Everwar, save the realms.",Countdown Sale,2023-12-30 12:16:35
